"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_M12","2012","Single year","7.16024559516533","6.36886830910889","7.95162288122177","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2013","Single year","5.52591084892919","4.84073807727476","6.21108362058362","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2014","Single year","6.17596322816964","5.45471111418838","6.89721534215091","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2015","Single year","6.68650404525038","5.94563737689571","7.42737071360505","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2016","Single year","6.75245692295859","6.0084026137572","7.49651123215998","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2017","Single year","7.73777084551103","6.96013402815307","8.51540766286898","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2018","Single year","7.50239288854353","6.73844852140641","8.26633725568065","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_S11","2000","Single year","459","417.009172445656","500.990827554343","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2001","Single year","508","463.82465528247","552.17534471753","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2002","Single year","470","427.508993354755","512.491006645244","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2003","Single year","522","477.220076994234","566.779923005766","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2004","Single year","493","449.481737183083","536.518262816916","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2005","Single year","515","470.521338906645","559.478661093354","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2006","Single year","524","479.134373713903","568.865626286097","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2007","Single year","495","451.393554189276","538.606445810723","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2008","Single year","518","473.391977525118","562.608022474881","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2009","Single year","512","467.65107762081","556.348922379189","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2010","Single year","534","488.708289828593","579.291710171406","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2011","Single year","494","450.437623372652","537.562376627347","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2012","Single year","550","504.034770191135","595.965229808865","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2013","Single year","513","468.607789252887","557.392210747113","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2014","Single year","510","465.737781364305","554.262218635694","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2015","Single year","530","484.878240559926","575.121759440073","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2016","Single year","562","515.536037004684","608.463962995316","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2017","Single year","597","549.111056433093","644.888943566906","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2018","Single year","623","574.079361765279","671.920638234721","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2000","Single year","11.8829865313714","10.7938990490051","12.9720740137378","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2001","Single year","13.1355965586589","11.992494936054","14.2786981812638","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2002","Single year","11.9310146279735","10.8521587165996","13.0098705393475","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2003","Single year","12.9602502669017","11.8484513989183","14.072049134885","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2004","Single year","12.0287436370185","10.9668265601731","13.0906607138639","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2005","Single year","12.3894994264996","11.3190037253683","13.4599951276309","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2006","Single year","12.4321509665523","11.3666404693122","13.4976614637924","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2007","Single year","11.6835251391594","10.6523768561007","12.714673422218","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2008","Single year","12.0538625194433","11.0129447492005","13.094780289686","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2009","Single year","11.8651776056347","10.8332842546363","12.8970709566332","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2010","Single year","12.2371337469327","11.1940712175626","13.2801962763027","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2011","Single year","11.1851101211891","10.1930752215642","12.1771450208139","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2012","Single year","12.5296918833046","11.4759306538354","13.5834531127738","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2013","Single year","11.4620707672792","10.4613568886164","12.4627846459421","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2014","Single year","11.2057201647194","10.2225952804829","12.1888450489559","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2015","Single year","11.3648247057461","10.3862181045889","12.3434313069033","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2016","Single year","11.6850065641377","10.7072045806616","12.6628085476137","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2017","Single year","12.167690467096","11.1793528343338","13.1560280998582","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2018","Single year","12.4127251483144","11.4247281577898","13.4007221388389","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_D13","2000","Single year","100","80.4003601545994","119.5996398454","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2001","Single year","91","72.3031352178188","109.696864782181","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2002","Single year","112","91.257690873055","132.742309126944","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2003","Single year","96","76.7963532945787","115.203646705421","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2004","Single year","89","70.5097367503386","107.490263249661","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2005","Single year","83","65.1438783013328","100.856121698667","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2006","Single year","70","53.6017648068888","86.3982351931111","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2007","Single year","88","69.613908076454","106.386091923546","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2008","Single year","95","75.8966341194557","114.103365880544","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2009","Single year","89","70.5097367503386","107.490263249661","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2010","Single year","65","49.1982651792558","80.8017348207441","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2011","Single year","91","72.3031352178188","109.696864782181","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2012","Single year","75","58.0262139888574","91.9737860111425","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2013","Single year","77","59.8013858350898","94.1986141649101","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2014","Single year","71","54.485049916234","87.514950083766","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2015","Single year","85","66.93002490984","103.069975090159","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2016","Single year","84","66.0366333629159","101.963366637084","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2017","Single year","90","71.4061490308631","108.593850969136","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2018","Single year","66","50.0771773178932","81.9228226821067","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2019","Single year","79","61.5794590544714","96.4205409455285","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2020","Single year","74","57.1397522932975","90.8602477067024","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2000","Single year","2.599735121906","2.08917451192332","3.11029573188868","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2001","Single year","2.33613432324643","1.85589041075056","2.81637823574231","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2002","Single year","2.83215983453188","2.30756124202314","3.35675842704063","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2003","Single year","2.38349430195893","1.90670490092556","2.86028370299231","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2004","Single year","2.17442712991347","1.72262667389712","2.62622758592982","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2005","Single year","1.99548816190149","1.56598810998935","2.42498821381364","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
